key;comments;en_US;tr_TR
RECORDINGS_NODATA_MESSAGE_NORECORDINFILTER;;You have not recorded anything yet. Until you do, you can go to the Video on Demand Section for free and premium content.;Kayıtlı içerik bulunmamaktadır, İstediğiniz programın otomatik olarak kaydedilmesi için, program listesine ulaştığınız bütün menülerde program üzerinde iken Kırmızı KAYIT tuşuna basarak kayıt planı yapabilirsiniz.
RECORDINGS_NODATA_MESSAGE_NOCONFLICTS;;There is no conflicting schedule at this time.;Çakışan kayıt planınız bulunmamaktadır.
RECORDINGS_NODATA_MESSAGE_PLAYLISTEMPTY;;This playlist has no recordings. You can use the Manage recordings feature to allocate your recordings to playlists easily.;Bu klasöre atanmış kayıt bulunmamaktadır. KAYITLARI DÜZENLE menüsünden kayıtlarınızı klasörlere kopyalarak düzenleyebilirsiniz.
RECORDINGS_PLAY_MESSAGE_END;;End of playback;Video sonu
VOD_PLAY_MESSAGE_BUFFERING;;Buffering…;Ara belleğe alınıyor…
VOD_PLAY_MESSAGE_RESTORECO;;Restoring connection…;Bağlantı yenileniyor…
VOD_PLAY_MESSAGE_NOCO;;Connection lost, please try again later.;Bağlantı kurulamadı. Lütfen, tekrar deneyiniz.
VOD_PLAY_MESSAGE_NOCOTRANSACTION;;No connection. Please check your Internet setup. You have until (day, hh:mm) to watch this content in full.;Bağlantı kurulamadı. Lütfen, internet bağlantınızı kontrol ediniz. Bu içeriği izleyebileceğiniz son tarih: (day, hh:mm)
TIMESHIFTING_PLAY_MESSAGE_BACKTOLIVE;;Back to live;Canlı yayın
TIMESHIFTING_ACCEPT_NUMERIC_INPUT;;You can type the minute to seek;Gideceğiniz dakikayı tuşlayabilirsiniz.
EVENTOPTION_FAVOURITES_MESSAGE_ADD;;This channel has been added to the selected favourites list;Bu kanal seçili favori listesine eklenmiştir.
EVENTOPTION_CATCHUP_MESSAGE_ACCESS;;Access the Catch-up TV content for this channel.;Bu kanala ait Tekrar İzle seçeneklerine ulaşmanızı sağlar.
EVENTOPTION_CATCHUP_MESSAGE_NOCO;;Connect your box and never miss a show again!;Bu kanaldan takip ettiğiniz pek çok programı Tekrar İzle seçenekleri arasında bulabilirsiniz. Tekrar İzle seçeneklerine ulaşabilmek için uydu alıcınızı internete bağlayınız.
VOD_NODATA_MESSAGE_NORENTAL;;You currently have no active rental.;Kiralanmış içerik bulunmamaktadır.
SEARCH_KEYWORD_MESSAGE_ENTRYMODES;;Use arrows or SMS mode to enter your keyword. %cr%Words that are available at Digiturk contents and starting with your entry will be listed. ;Anahtar kelime girmek için yön tuşlarını kullanabilir veya nümerik tuşlar ile SMS modunda giriş yapabilirsiniz. %cr%Yandaki listede girdiğiniz harflerle başlayan, Digiturk içeriklerinde yer alan, kelimeler listelenecektir.
SEARCH_KEYWORD_MISC_KEYWORDSFOUND;;%1 keywords found;%1 kelime bulundu
SEARCH_KEYWORD_MISC_NOCO;;%1 more if you connect your box to IP.;Uydu alıcınızı internete bağlayarak %1 sonuca daha ulaşabilirsiniz.
EVENTOPTION_TAG_MESSAGE_NOTTAGGED;;The event cannot be tagged. Both tuners will be in use at that time.;Program etiketlenemiyor. Program başlangıç saatinde iki kayıt devam ediyor olacağından diğer kanalları izlemeniz mümkün olmayacaktır.
VOD_BONUS_MESSAGE_BONUSKO;;You need to rent the content to be able to watch the bonus.;Bonusu izleyebilmek için ilgili içeriği kiralamalısınız.
RECORDINGS_CONFLICT_MESSAGE_SOLVED;;This conflict is now solved.;Kayıtlar arasındaki çakışma çözüldü.
EVENTOPTION_SCHEDULING_MESSAGE_DISKFULL;;Your disk is full. You can go to “recordings management” to make space easily with multiple deletion and display of recordings’ size.;Sabit diskiniz dolu. KAYITLARI DÜZENLE menüsünden Çoklu Silme seçeneği ile silmek istediğiniz kayıtları seçip kolayca silebilirsiniz.
EVENTOPTION_SCHEDULING_MESSAGE_NOENTITL;;You are not entitled to record this event because of your subscription status. Call xxx to update your status.;Bu içerik kaydedilemez.
EVENTOPTION_SCHEDULING_MESSAGE_CONFLICT;;New conflict - This schedule is in conflict with previous ones. One of your recordings will not be performed correctly;Yeni Çakışma %cr%Bu kayıt planı daha önce planladığınız kayıtlarla çakışıyor. Bazı kayıtlarınız tam olarak yapılamayabilir.
SMARTCARD_RIGHTS_MESSAGE_1;;Validation of smart card in progress.  %cr%Please wait for up to 10 minutes. %cr%If validation fails, please call 0212 473 7373.;Dijital kartın doğrulanması işlemi başladı. %cr%Lütfen 10 dakika kadar bekleyiniz. %cr%Doğrulama tamamlanamaz ise, lütfen Müşteri Hizmetlerini arayınız. %cr%0212 473 7373
SMARTCARD_RIGHTS_MESSAGE_2;;Please insert smart card.;Lütfen dijital kartınızı takınız.
SMARTCARD_RIGHTS_MESSAGE_4;;Service temporarily disconnected. %cr%Please call 0212 473 7373.;Servis geçici olarak kesilmiştir. %cr%Lütfen 0212 473 7373'ü arayınız.
SMARTCARD_RIGHTS_MESSAGE_5;;Smart card is wrongly inserted.;Dijital kart hatalı takıldı.%cr%Lütfen kartın yönüne dikkat ederek tekrar deneyiniz.
SMARTCARD_RIGHTS_MESSAGE_6;;Please insert the correct smart card.;Lütfen doğru dijital kartı takınız.
SMARTCARD_RIGHTS_MESSAGE_7;;Error reading smart card %cr%Please call 0212 473 7373.;Dijital kart okuma hatası. %cr%Lütfen Müşteri Hizmetlerini arayınız. %cr%0212 473 7373
SMARTCARD_RIGHTS_MESSAGE_8;;Damaged smart card %cr%Please call 0212 473 7373.;Dijital kart hasar görmüş. %cr%Lütfen 0212 473 7373'ü arayınız.
SMARTCARD_RIGHTS_MESSAGE_9;;To subscribe to this channel please call 0212 473 7373.;Bu kanala üye olmak için lütfen 0212 473 73 73'ü arayınız.
SMARTCARD_RIGHTS_MESSAGE_10;;To subscribe to this channel please call 0212 473 7373.;Bu  kanala üye olmak için lütfen 0212 473 73 73'ü arayınız.
SMARTCARD_RIGHTS_MESSAGE_17;;You are not allowed to purchase IPPV events from this screen.  %cr%0212 4737373;Bu ekrandan İzle ve Öde programı satın almak için yetkili değilsiniz. %cr%0212 473 7373
SMARTCARD_RIGHTS_MESSAGE_19;;You have no rights to record this channel.;Bu kanalın kaydedilmesi engellenmiştir.
SMARTCARD_RIGHTS_MESSAGE_E107_4;;Your digital card and set top box are not paired. %cr%Please call 0212 473 7373.;Dijital kartınız ile DigiKutunuz eşlenmemiş. %cr%Lütfen 0212 473 73 73'ü arayınız.
SMARTCARD_RIGHTS_MESSAGE_E124_4;;Your digital card and set top box are not paired. %cr%Please call 0212 473 7373.;Dijital kartınız ile uydu alıcınız eşlenmemiş. %cr%Lütfen Müşteri Hizmetlerini arayınız. %cr%0212 473 7373
SMARTCARD_RIGHTS_MESSAGE_E108_4;;Digital Card error. %cr%Please plug your set top box to signal cable and electricity and wait for a while.;Dijital kart hatası. %cr%Lütfen uydu alıcınız fişe takılı ve sinyal alıyor durumda bekleyiniz. %cr%Yayınlarınız bir süre sonra açılacaktır.
SMARTCARD_RIGHTS_MESSAGE_E129_4;;Recording has expired. %cr%You can not playback this recording anymore.;Kaydın son kullanma tarihi geçmiş. %cr%Bu kayıt artık izlenemez.
SMARTCARD_RIGHTS_MESSAGE_E16_4;;Your package does not include this channel.%cr%-To learn the package price for this channel please write  %cr% %1 %cr%-To subscribe to this package please write %2 %cr%and send an SMS* to 3555. %cr%If you think that your subscription already includes the package, please write E164 and send an SMS* to 3555 from your Digiturk registered mobile phone . %cr%*For SMS prices please visit www.digiturk.com.tr/destek web site;Üyeliğiniz bu kanalın bulunduğu paketi kapsamamaktadır. %cr%Bu kanalı kapsayan : %cr%- Paket fiyatını öğrenmek için: %1 %cr%- Pakete hemen üye olmak için: %2 %cr%yazarak 3555'e SMS* gönderebilirsiniz. %cr%Pakete sahip olduğunuzu düşünüyorsanız, çözüm için Digiturk'e kayıtlı %cr%cep telefonunuz ile E164 yazıp 3555'e SMS* gönderebilirsiniz. %cr%*SMS ücretlendirmesi hakkında bilgi almak için %cr%www.digiturk.com.tr/destek adresini ziyaret edebilirsiniz.
SMARTCARD_RIGHTS_MESSAGE_E16_4_WITHOUT_SMS_CODE;;You are not authorized for this service.Order to learn the price information, please %cr% call 0212 473 7373.%cr%www.digiturk.com.tr/destek;Üyeliğiniz bu kanalın bulunduğu paketi kapsamamaktadır.%cr%Bu kanalı kapsayan pakete üye olmak ve bilgi almak için 0212 473 73 73 arayınız.%cr%www.digiturk.com.tr/destek
SMARTCARD_RIGHTS_MESSAGE_E18_4;;If this is a PPV event, in order to rent this program, please write %cr%%1 and send an SMS* to 3555. %cr%If this is not a PPV event, please start channel installation using Menu/%cr%Installation/Easy Installation option. %cr%If you think you are either authorized for this service or there is no %cr%regional restriction, please write E184 and send an SMS* to 3555 from %cr%your Digiturk registered mobile phone. %cr%*For detailed information and SMS fees: www.digiturk.com.tr/destek %cr%0212 473 73 73;Bu bir İzle Öde Programı ise kiralamak için %1 yazıp 3555'e %cr%SMS* gönderebilirsiniz.%cr%İzle-Öde program değil ise, kumandanız üzerinden Menü/Kurulum/Kolay %cr%Digiturk Kurulumu adımlarını kullanarak kurulum yapabilirsiniz.%cr%Paketiniz bu kanalı kapsadığı ve bölgesel kısıtlama olmadığı halde hala %cr%hata almaya devam ediyorsanız E184 yazıp 3555’e SMS* gönderebilirsiniz.%cr%*Detaylı bilgi ve SMS ücretleri için: www.digiturk.com.tr/destek %cr%0212 473 73 73
SMARTCARD_RIGHTS_MESSAGE_E18_4_WITHOUT_SMS_CODE;;If this is a PPV event, in order to rent this program, please call 0212 473 73 73.%cr%If this is not a PPV event, please start channel installation.%cr%Otherwise you are not authorized for this service or there may be regional restrictions.%cr% %cr%For detailed information: www.digiturk.com.tr/destek%cr%0212 473 73 73;Bu bir İzle Öde Programı ise kiralamak için 0212 473 73 73 arayınız.%cr%İzle-Öde program değil ise, lütfen kanal kurulumu yapınız.%cr%Hata almaya devam ediyor iseniz paketiniz bu kanalı kapsamıyor veya kanal için bölgesel kısıtlama uygulanmış olabilir.%cr%Detaylı bilgi için: %cr%www.digiturk.com.tr/destek%cr%0212 473 73 73
SMARTCARD_RIGHTS_MESSAGE_E16_4_2;;No permission to use this audio.;Bu ses dilini kullanmaya yetkiniz yok
SMARTCARD_RIGHTS_MESSAGE_E18_4_2;;This audio is not available in this location;Bu ses seçeneği bu bölgede mevcut değil
SMARTCARD_RIGHTS_MESSAGE_E16_4_3;;This is a subscription program.%cr%%cr%www.digiturk.com.tr/destek;Üyeliğiniz bu kanalın bulunduğu paketi kapsamamaktadır. %cr%%cr%www.digiturk.com.tr/destek
SMARTCARD_RIGHTS_MESSAGE_E18_4_3;;This is a subscription program.%cr%%cr%www.digiturk.com.tr/destek;Üyeliğiniz bu kanalın bulunduğu paketi kapsamamaktadır. %cr%%cr%www.digiturk.com.tr/destek
SMARTCARD_RIGHTS_MESSAGE_E19_4;;Your channels are not authorized since you didn't use the service for a long time.%cr%You can wait a while on this channel for authorization or you can write E194 and send an SMS* to 3555 from your Digiturk registered cell phone.%cr%* For SMS prices please visit www.digiturk.com.tr/destek web site;Uzun süredir Digiturk kanallarını izlemediniz. %cr%Dilerseniz kanallarınızın yetkilendirilmesi için bir süre bekleyebilir ya da yetkilendirme işlemini hemen gerçekleştirmek için bu kanal açıkken Digiturk'e kayıtlı cep telefonunuzdan E194 yazıp 3555'e SMS* gönderebilirsiniz.%cr%* SMS ücretlendirmesi hakkında bilgi almak için: www.digiturk.com.tr/destek
SMARTCARD_RIGHTS_MESSAGE_E20_4;;This program is not avaliable in your area/country. %cr%Please zap to another DIGITURK service.;Ülkesel/Bölgesel kanaldır. %cr%Lütfen başka bir DIGITURK kanalına geçiniz.
SMARTCARD_RIGHTS_MESSAGE_E21_4;;This program is not avaliable in your area/country. %cr%Please zap to another DIGITURK service.;Ülkesel/Bölgesel kanaldır. %cr%Lütfen başka bir DIGITURK kanalına geçiniz.
SMARTCARD_RIGHTS_MESSAGE_E30_4;;Validation of smart card is in progress, please wait. %cr%If problem continues power off and power on your receiver. %cr%If problem still continues, you can write E304 and send an SMS* to 3555 from your Digiturk registered cell phone. %cr%* For SMS prices please visit www.digiturk.com.tr/destek web site.;Digital kartınız doğrulanıyor, lütfen kısa bir süre bekleyiniz. %cr%Sorun çözülmezse uydu alıcınızı fişten çıkarıp tekrar fişe takınız. %cr%Uydu alıcınız açıldığında problem düzelmediyse Digiturk'e kayıtlı cep telefonunuzdan E304 yazıp 3555'e SMS* gönderebilirsiniz. %cr%* SMS ücretlendirmesi hakkında bilgi almak için: %cr%www.digiturk.com.tr/destek
SMARTCARD_RIGHTS_MESSAGE_E05_4;;Error reading smart card%cr%Please call 0212 473 7373.;Dijital kart okuma hatası.%cr%Lütfen 0212 473 7373'ü arayınız.
SMARTCARD_RIGHTS_MESSAGE_E100_2;;Smart card Error.%cr%Remove and insert back your smart card. %cr%If the problem persists, please call 0212 473 7373.;Dijital kart hatası%cr%Dijital katınızı çıkarıp tekrar takınız. %cr%Detaylı çözüm için%cr%www.digiturk.com.tr/destek adresinden bilgi alabilirsiniz.
SMARTCARD_RIGHTS_MESSAGE_E101_29;;You don't have permission to use recording functions.%cr%Please call 0212 473 7373.;Kayıt fonksiyonlarını kullanma yetkiniz bulunmamaktadır.%cr%Çözüm için www.digiturk.com.tr/destek adresinden bilgi alabilirsiniz.
SMARTCARD_RIGHTS_MESSAGE_E102_29;;You don't have permission to use recording functions.%cr%Please call 0212 473 7373.;Kayıt fonksiyonlarını kullanma yetkiniz bulunmamaktadır.%cr%Çözüm için www.digiturk.com.tr/destek adresinden bilgi alabilirsiniz.
SMARTCARD_RIGHTS_MESSAGE_E103_29;;Recording error. %cr%Please stop recording and start again.;Kaydetme hatası %cr%Lütfen kaydı durdurup yeniden başlatınız.
SMARTCARD_RIGHTS_MESSAGE_E104_29;;Recording error. %cr%Please stop recording and start again.;Kaydetme hatası %cr%Lütfen kaydı durdurup yeniden başlatın.
SMARTCARD_RIGHTS_MESSAGE_E106_9;;Please zap to a free or DIGITURK channel.;Farklı şifreleme sistemi ile şifrelenmiş kanal. %cr%Lütfen, şifresiz veya DIGITURK tarafından şifrelenmiş bir kanala geçiniz.
SMARTCARD_RIGHTS_MESSAGE_E127_4;;Recording has expired. %cr%You can not playback this recording anymore.;Kaydın son izleme tarihi geçmiş. %cr%Bu kayıt artık izlenemez.
SMARTCARD_RIGHTS_MESSAGE_E128_4;;You don't have permission to use recording functions.%cr%Please call 0212 473 7373.;Kayıt fonksiyonlarını kullanma yetkiniz bulunmamaktadır.%cr%Çözüm için www.digiturk.com.tr/destek adresinden bilgi alabilirsiniz.
SMARTCARD_RIGHTS_MESSAGE_E130_4;;You have no rights to record this channel.;Bu kanalın kaydedilmesi engellenmiştir.
SMARTCARD_RIGHTS_MESSAGE_E131_4;;You don't have authorization for recording.%cr% Please call 0212 473 7373.;Kayıt fonksiyonlarını kullanma yetkiniz bulunmamaktadır.%cr%Çözüm için www.digiturk.com.tr/destek adresinden bilgi alabilirsiniz.
SMARTCARD_RIGHTS_MESSAGE_E132_4;;You don't have permission to use recording functions.%cr%Please call 0212 473 7373.;Kayıt fonksiyonlarını kullanma yetkiniz bulunmamaktadır.%cr%Çözüm için www.digiturk.com.tr/destek adresinden bilgi alabilirsiniz.
SMARTCARD_RIGHTS_MESSAGE_E135_4;;You have no rights to record this channel.;Bu kanalın kaydedilmesi engellenmiştir.
SMARTCARD_RIGHTS_MESSAGE_E33_4;;Error reading smart card. %cr%Please call 0212 473 7373.;Dijital kart hatası%cr%Dijital katınızı çıkarıp tekrar takınız. %cr%Detaylı çözüm için%cr%www.digiturk.com.tr/destek adresinden bilgi alabilirsiniz.
SMARTCARD_RIGHTS_MESSAGE_E101_3;;Please call 0212 473 7373.;Lütfen uydu alıcınız fişe takılı ve sinyal alıyor durumda bekleyiniz.%cr%Detaylı çözüm için%cr%www.digiturk.com.tr/destek adresinden bilgi alabilirsiniz
SMARTCARD_RIGHTS_MESSAGE_E101_4;;Digital Card error. %cr%Please plug your set top box to signal cable and electricity and wait for a while.;Lütfen DigiKutunuz fişe takılı ve sinyal alıyor durumda bekleyiniz.%cr%Detaylı çözüm için%cr%www.digiturk.com.tr/destek adresinden bilgi alabilirsiniz.
SMARTCARD_RIGHTS_MESSAGE_E101_8;;Please call 0212 473 7373.;Uydu alıcınızı fişten çıkarıp tekrar fişe takınız ve 1 numaralı kanalda 5 dakika bekleyiniz.%cr%Detaylı çözüm için%cr%www.digiturk.com.tr/destek adresinden bilgi alabilirsiniz.
SMARTCARD_RIGHTS_MESSAGE_E101_11;;Please call 0212 473 7373.;Lütfen Uydu Alıcınız fişe takılı ve sinyal alıyor durumda bekleyiniz.%cr%Detaylı çözüm için%cr%www.digiturk.com.tr/destek adresinden bilgi alabilirsiniz.
SMARTCARD_RIGHTS_MESSAGE_E101_31;;Please call 0212 473 7373.;Lütfen Uydu Alıcınız fişe takılı ve sinyal alıyor durumda bekleyiniz.%cr%Detaylı çözüm için%cr%www.digiturk.com.tr/destek adresinden bilgi alabilirsiniz.
SMARTCARD_RIGHTS_MESSAGE_E102_6;;Please call 0212 473 7373.;Lütfen Uydu Alıcınız fişe takılı ve sinyal alıyor durumda bekleyiniz.%cr%Detaylı çözüm için%cr%www.digiturk.com.tr/destek adresinden bilgi alabilirsiniz.
SMARTCARD_RIGHTS_MESSAGE_E104_9;;Please call 0212 473 7373.;Lütfen Uydu Alıcınız fişe takılı ve sinyal alıyor durumda bekleyiniz.%cr%Detaylı çözüm için%cr%www.digiturk.com.tr/destek adresinden bilgi alabilirsiniz
SMARTCARD_RIGHTS_MESSAGE_E105_6;;Please call 0212 473 7373.;Lütfen Uydu Alıcınız fişe takılı ve sinyal alıyor durumda bekleyiniz.%cr%Detaylı çözüm için%cr%www.digiturk.com.tr/destek adresinden bilgi alabilirsiniz.
SMARTCARD_RIGHTS_MESSAGE_E37;;There is no service at this channel number.%cr% Please do channel installation.;Tuşladığınız numarada kanal yok. %cr%Lütfen, kanal kurulumu yapınız.
SMARTCARD_RIGHTS_MESSAGE_E38;;No broadcast at this channel.;Kanalda yayın yok.
SMARTCARD_RIGHTS_MESSAGE_E39;;There is no service at this channel number.%cr% Please do channel installation.;Tuşladığınız numarada kanal yok. %cr%Lütfen, kanal kurulumu yapınız.
SMARTCARD_RIGHTS_MESSAGE_E40;;Set top box memory is full. %cr%Unplug your set top box from electricity connection and plug again after 10 seconds.%cr% If the problem persists, please call 0212 473 7373.;Kutu hafızası dolu.%cr%Uydu Alıcınızın fişini çıkarıp 10 sn sonra tekrar takınız.%cr%Çözüm için www.digiturk.com.tr/destek adresinden bilgi alabilirsiniz.
SMARTCARD_RIGHTS_MESSAGE_E44;;Please call 0212 473 7373.;Çözüm için www.digiturk.com.tr/destek adresinden bilgi alabilirsiniz.
SMARTCARD_RIGHTS_MESSAGE_E49;;LNB overload. Please call 0212 473 7373.;Uydu alıcınızı fişten çıkarıp 10 dk sonra tekrar fişe takınız.%cr%Problem düzelmezse lütfen 0212 473 7373'ü arayınız.
SMARTCARD_RIGHTS_MESSAGE_E120_4;;Please wait, while the card is being synchronized.;Digital Kartınızın zaman bilgileri güncelleniyor, lütfen kısa bir süre bekleyiniz.
SMARTCARD_RIGHTS_MESSAGE_E151_4;;Timestamp not supplied.;Zaman damgası bulunamadı.
SMARTCARD_RIGHTS_MESSAGE_E145_4;;No permission to view this channel on your secondary TV. To update your subscription, call %1. smart card number: %2;Lütfen 0212 473 7373'ü arayınız.
SMARTCARD_RIGHTS_MESSAGE_E144_4;;Wrong Home Network.;Lütfen 0212 473 7373'ü arayınız.
SMARTCARD_RIGHTS_MESSAGE_E143_4;;Please wait. If the problem persists, insert the secondary card into the primary decoder to continue viewing with the secondary decoder.;Lütfen 0212 473 7373'ü arayınız.
SMARTCARD_RIGHTS_MESSAGE_E142_4;;Insert the secondary card into the primary decoder to continue viewing with the secondary decoder.;Lütfen 0212 473 7373'ü arayınız.
SMARTCARD_RIGHTS_MESSAGE_E141_4;;Currently unable to view this channel. If the problem persists, call %1. smart card number: %2;Lütfen 0212 473 7373'ü arayınız.
SMARTCARD_RIGHTS_MESSAGE_E140_4;;This channel is not available in this location.;Lütfen 0212 473 7373'ü arayınız.
SMARTCARD_RIGHTS_MESSAGE_E138_4;;Maturity Rating PIN blocked.;Lütfen 0212 473 7373'ü arayınız.
SMARTCARD_RIGHTS_MESSAGE_E137_4;;Maturity Rating PIN Error.;Lütfen 0212 473 7373'ü arayınız.
SMARTCARD_RIGHTS_MESSAGE_E136_4;;This channel is age restricted. Insert the parental PIN to view.;Lütfen 0212 473 7373'ü arayınız.
SMARTCARD_RIGHTS_MESSAGE_E134_4;;You exceeded the number of playbacks, you can not playback this recording anymore.;Kayıt oynatılma süresi aşıldı, bu kayıt artık oynatılamaz.
SMARTCARD_RIGHTS_MESSAGE_E117_4;;Currently unable to view this channel. If the problem persists, call %1. smart card number: %2;Lütfen 0212 473 7373'ü arayınız.
SMARTCARD_RIGHTS_MESSAGE_E116_4;;Currently unable to view this channel. If the problem persists, call %1. smart card number: %2;Lütfen 0212 473 7373'ü arayınız.
SMARTCARD_RIGHTS_MESSAGE_E109_4;;Currently unable to view this channel. If the problem persists, call %1. smart card number: %2;Lütfen 0212 473 7373'ü arayınız.
SMARTCARD_RIGHTS_MESSAGE_E100_4;;Currently unable to view this channel. If the problem persists, call %1. smart card number: %2;Lütfen 0212 473 7373'ü arayınız.
SMARTCARD_RIGHTS_MESSAGE_E101_5;;Incomplete Definition.;Lütfen 0212 473 7373'ü arayınız.
SMARTCARD_RIGHTS_MESSAGE_E101_10;;Cannot allocate descrambler.;Lütfen 0212 473 7373'ü arayınız.
SMARTCARD_RIGHTS_MESSAGE_E24_12;;This is an IPPV event. Price: %1 TL%cr%In order to rent this program: %cr%- you can write %2 and send an SMS* to 3555.%cr%- you can visit our web page digiturk.com.tr/boxoffice%cr%- you can call 0212 473 73 73%cr%* For SMS fees, please visit digiturk.com/boxoffice;Bu bir İzle Öde programıdır.Fiyat: %1 TL%cr%Kiralamak için: %cr%- %2 yazıp 3555’e SMS* gönderebilir,%cr%- digiturk.com.tr/boxoffice adresini ziyaret edebilir,%cr%0212 473 73 73'ü arayabilirsiniz.%cr%* SMS ücretlendirmesi hakkında bilgi almak için digiturk.com.tr/boxoffice adresini ziyaret edebilirsiniz.
SMARTCARD_RIGHTS_MESSAGE_E24_12_WITHOUT_SMS_CODE;;This is an IPPV event.\n\nIn order to rent this program: %cr%- you can visit our web page digiturk.com.tr/boxoffice%cr%- you can call 0212 473 7373;Bu bir İzle Öde programıdır.%cr%Bu programı kiralamak için: %cr%- digiturk.com.tr/boxoffice adresini ziyaret edebilir,%cr%- 0212 473 7373’ü arayabilirsiniz.
SMARTCARD_RIGHTS_MESSAGE_E101_27;;Incomplete Definition.;Lütfen 0212 473 7373'ü arayınız.
SMARTCARD_RIGHTS_MESSAGE_E101_28;;Incomplete Definition.;Lütfen 0212 473 7373'ü arayınız.
SMARTCARD_RIGHTS_MESSAGE_E101_30;;PVR Encryption not available.;Lütfen 0212 473 7373'ü arayınız.
SMARTCARD_RIGHTS_MESSAGE_E101_36;;Incomplete Definition.;Lütfen 0212 473 7373'ü arayınız.
SMARTCARD_RIGHTS_MESSAGE_E117_37;;No more playback session available.;Kayıt oynatma hatası.
SMARTCARD_RIGHTS_MESSAGE_E115_37;;Chain recordings failure.;Lütfen 0212 473 7373'ü arayınız.
SMARTCARD_RIGHTS_MESSAGE_E111_37;;Recording key error.;Kayıt oynatma hatası.
SMARTCARD_RIGHTS_MESSAGE_E110_37;;Unknown Irdeto PVR phase.;Lütfen 0212 473 7373'ü arayınız.
SMARTCARD_RIGHTS_MESSAGE_E92_48;;Too Expensive;Lütfen 0212 473 7373'ü arayınız.
SMARTCARD_RIGHTS_MESSAGE_E91_48;;Credit Limit Reached;Lütfen 0212 473 7373'ü arayınız.
SMARTCARD_RIGHTS_MESSAGE_E89_48;;No Buy Window;Lütfen 0212 473 7373'ü arayınız.
SMARTCARD_RIGHTS_MESSAGE_E88_48;;No Order;Lütfen 0212 473 7373'ü arayınız.
SMARTCARD_RIGHTS_MESSAGE_E87_48;;Ticket Record Store Full;Lütfen 0212 473 7373'ü arayınız.
SMARTCARD_RIGHTS_MESSAGE_E93_49;;Wrong PPV Mode;Lütfen 0212 473 7373'ü arayınız.
SMARTCARD_RIGHTS_MESSAGE_E207_4;;You need to upgrade to latest software for displaying content.%cr%You can upgrade to latest software using Menu/Settings/Installation/New Software Search;Yayınları izleyebilmek için uydu alıcınızın yazılımını güncellemelisiniz.%cr%Menü/Ayarlar/Kurulum/Yeni Yazılım Ara adımından yazılımı güncelleyebilirsiniz.
POPUP_RIGHTS_MESSAGE_SUPERSCRAMBLE;;You can not use your HDD with another STB;Hard diskinizi başka bir uydu alıcısı ile kullanamazsınız
STBANDSMARTCARDINFO_SEARCHINDEX_VALUE_NOFILE;;NO FILE;DOSYA YOK
SETUP_INSTALL_MESSAGE_EASYDGTKINSTALL;;You can start channel search by pressing OK button.;Kanal aramaya başlamak için OK tuşuna basınız.
SETUP_SOFTWARE_MESSAGE_NEWSOFTWARESEARCH;;If you suspect your software is not up to date, you can search for an update by pressing OK. For automatic update, make sure you frequently put your decoder on stand-by. %cr%Search may take 15 sec.;Uydu alıcınızda yüklü yazılımın güncel olup olmadığını kontrol etmek için OK tuşuna basınız.%cr%%cr%Yazılımınızın otomatik olarak güncelenebilmesi için uydu alıcınızı kullanmadığınız zamanlarda bekleme (standby) konumunda bırakınız.
SETUP_SOFTWARE_MESSAGE_NEWSEARCH;;After OK confirmation, popup screen  (searching and dowloading a new sofware may take  some time. Do you want to continue?);Daha güncel yazılım bulunuyor. %cr%Şu anda güncelleme yapmanız halinde devam eden kayıtlarınız durdurulacak ve sistem yeniden başlatılacaktır. Bu işlem 30 dakika kadar sürebilir.%cr%Devam etmek istiyor musunuz?
SETDEFAULTPARAMETERS_DEFAULT_MESSAGE_INFO;;To Set all values to default pres OK.;Varsayılan değerlere geri dönmek için OK tuşuna basınız.
AUTOMATICSTANDBY_AUTOMATICSTANDBY_PARAMETER_AUTOMATICSTANDBY;;AUTOMATIC STANDBY;OTOMATİK STANDBY
AUTOMATICSTANDBY_AUTOMATICSTANDBY_HELP_ASPECT;;Your set-top-box will go to standby mode, if there is no action in the duration you set.;Uydu alıcınızda belirli bir süre boyunca hiçbir işlem yapılmaması halinde, otomatik olarak standby (bekleme) moduna geçecektir.
HDDSETTINGS_STORAGE_PARAMETER_CAPACITY;;STORAGE CAPACITY;SABİT DİSK KAPASİTESİ
HDDSETTINGS_CAPACITY_FREE;;FREE DISK SPACE;BOŞ DİSK ALANI
HDDSETTINGS_CAPACITY_USED;;USED DISK SPACE;DOLU DİSK ALANI
HDDSETTINGS_CAPACITY_TOTAL;;TOTAL DISK SPACE;TOPLAM DİSK ALANI
HDDSETTINGS_FORMAT_ACTION_HDD;;FORMAT HDD;SABİT DİSKİ FORMATLA
HDDSETTINGS_HDD_MESSAGE_FORMATHDD;;Format all datas available in hdd.%cr%Your set top box will reboot automatically after format.;Sabit diskinizde kayıtlı herşey silinecek!%cr%Formatlama tamamlandıktan sonra kutunuz kapanıp, tekrar açılacaktır.
ACCESSCONTROL_SETTINGS_ACTION_PINCODECHANGE;;PIN CODE CHANGE;PIN KODU DEĞİŞTİRME
ACCESSCONTROL_SETTINGS_HELP_PINCODECHANGE;;You can modify your PIN Code. %cr%By default, PIN Code is set to 0000;PIN Kodunuzu buradan değiştirebilirsiniz.%cr%Daha önce değiştirmediyseniz, PIN Kodunuz 0000'dır.
ACCESSCONTROL_SETTINGS_ACTION_CONTROLSETTINGS;;CONTROL SETTINGS;KONTROL AYARLARI
